city,years,area,rooms,avg_heat_per_m,floor,building_type,heating_type,installation,price
Kaunas,1992,60,3,"33,00",5,Blokinis,Centrinis,Įrengtas,79000
Plungės m.,1974,"33,23",2,,5,Mūrinis,Centrinis,Įrengtas,19300
Švenčionių r. sav.,1964,36,3,,1,Mūrinis,Kietukuru,Įrengtas,23700
Vilnius,1985,67,3,"47,57",3,Blokinis,Centrinis,Įrengtas,98000
Alytus,1985,39,2,,8,Mūrinis,Centrinis,Įrengtas,29000
Druskininkų m.,1958,15,1,,1,Mūrinis,Centrinis,Įrengtas,32925
Kaunas,1987,50,2,"29,00",9,Blokinis,Centrinis,Įrengtas,75000
Utenos m.,1972,50,2,,1,Mūrinis,Centrinis,Įrengtas,62000
Tauragės m.,1978,"76,68",3,,3,Mūrinis,Centrinis,Įrengtas,69000
Klaipėda,2008,71,3,,17,Kita,Kita,Įrengtas,179000
Marijampolės m.,1990,32,1,,2,Mūrinis,Centrinis,Įrengtas,39500
Visagino m.,1989,"70,1",3,,8,Blokinis,Centrinis,Įrengtas,40000
Mažeikių m.,1987,"50,58",2,,5,Blokinis,Centrinis,Įrengtas,41000
Panevėžys,1990,"48,83",2,"27,83",5,Mūrinis,Centrinis,Įrengtas,56000
Vilnius,2008,42,1,"20,16",4,Mūrinis,Centriniskolektorinis,Įrengtas,149999
Telšių m.,1977,18,1,,3,Mūrinis,Centrinis,Įrengtas,7400
Kaunas,1962,45,2,,4,Mūrinis,Centrinis,Įrengtas,109000
Vilnius,1963,12,1,"9,96",2,Mūrinis,Centrinis,Įrengtas,23000
Mažeikių m.,1994,80,3,,2,Mūrinis,Centrinis,Įrengtas,79500
Kaunas,2006,55,3,,5,Monolitinis,"Centrinis,elektra",Įrengtas,118000
Vilnius,1968,"46,66",2,"25,66",4,Blokinis,Centrinis,Įrengtas,82000
Raseinių r. sav.,1963,"42,85",2,,2,Mūrinis,Centrinis,Įrengtas,30000
Kaunas,1986,"48,93",2,"28,87",3,Blokinis,Centrinis,Įrengtas,63900
Klaipėda,1968,57,3,,3,Blokinis,Centrinis,Įrengtas,83000
Kaunas,1971,"28,09",1,"16,57",3,Mūrinis,Centrinis,Įrengtas,38000
Vilnius,1978,30,2,,6,Mūrinis,Centrinis,Įrengtas,53000
Vilnius,1964,45,2,,1,Mūrinis,Kita,Įrengtas,79999
Klaipėda,1987,55,2,,3,Blokinis,"Centrinis,elektra",Įrengtas,58500
Vilnius,1952,171,6,"56,43",2,Mūrinis,"Centrinis,elektra",Įrengtas,290000
Kėdainių m.,1961,47,2,,1,Mūrinis,Centrinis,Įrengtas,46500
Panevėžys,1969,"51,46",2,"25,73",5,Mūrinis,Centrinis,Įrengtas,42600
Palanga,1975,"34,69",2,,1,Mūrinis,Centriniskolektorinis,Įrengtas,94000
Vilnius,1972,"25,7",1,,2,Blokinis,Centrinis,Įrengtas,30000
Kaunas,1988,36,1,,1,Blokinis,Centrinis,Įrengtas,65000
Vilnius,2018,53,3,"14,84",3,Mūrinis,Centriniskolektorinis,Įrengtas,157500
Vilnius,1985,45,2,"32,85",6,Blokinis,Centrinis,Įrengtas,83000
Kaunas,1977,35,2,,1,Mūrinis,Centrinis,Įrengtas,53500
Vilnius,1984,"71,09",3,"33,41",3,Monolitinis,Centrinis,Įrengtas,112000
Akmenės r. sav.,1978,47,2,,5,Blokinis,Centrinis,Įrengtas,19800
Panevėžys,1985,"63,49",3,"38,73",4,Blokinis,Centrinis,Įrengtas,70000
Vilniaus r. sav.,1980,"76,89",4,,1,Mūrinis,Centriniskolektorinis,Įrengtas,105000
Šiauliai,1973,60,3,,4,Mūrinis,Centrinis,Įrengtas,57000
Klaipėda,1978,"60,91",3,,5,Blokinis,Centrinis,Įrengtas,63000
Palanga,1980,"21,32",1,,3,Monolitinis,Dujinis,Įrengtas,84000
Kalvarijos m.,1930,82,4,,1,Medinis,Kietukuru,Įrengtas,17000
Rokiškio m.,1984,"49,35",2,,5,Blokinis,Centrinis,Įrengtas,28800
Visagino m.,1978,33,1,,5,Mūrinis,Centrinis,Įrengtas,12000
Kaunas,1989,69,3,,8,Monolitinis,Centrinis,Įrengtas,89000
Klaipėda,1909,74,3,,1,Mūrinis,Dujinis,Įrengtas,195000
Vilnius,1990,49,2,"34,30",3,Mūrinis,Centrinis,Įrengtas,129000
Elektrėnų m.,1961,"56,76",3,,4,Blokinis,Centrinis,Įrengtas,55000
Vilnius,1968,"28,42",1,"18,47",5,Mūrinis,Centrinis,Įrengtas,66000
Kaunas,1993,130,6,,1,Mūrinis,"Dujinis,kietukuru",Įrengtas,93000
Kaunas,1984,13,1,"7,67",3,Mūrinis,Centrinis,Įrengtas,19900
Vilnius,1970,50,2,,12,Monolitinis,Centrinis,Įrengtas,103000
Vilnius,1976,36,1,"23,04",1,Blokinis,Centrinis,Įrengtas,65000
Vilnius,1978,18,1,"15,12",10,Mūrinis,Centrinis,Įrengtas,37500
Klaipėda,1969,29,1,,3,Mūrinis,Centrinis,Įrengtas,53000
Plungės r. sav.,1975,"52,27",2,,2,Mūrinis,Kietukuru,Įrengtas,45000
Panevėžys,1964,"44,67",2,"31,72",5,Mūrinis,Centrinis,Įrengtas,41000
Kretingos m.,1939,49,2,,2,Mūrinis,"Elektra,kietukuru,kita",Įrengtas,19500
Vilnius,1966,"45,18",2,,3,Mūrinis,Dujinis,Įrengtas,131000
Marijampolės sav.,1986,41,2,,1,Mūrinis,Skystukuru,Įrengtas,45000
Akmenės r. sav.,1970,47,2,,2,Blokinis,Centrinis,Įrengtas,23000
Kaunas,1980,83,4,"38,18",4,Blokinis,Centrinis,Įrengtas,85000
Vilnius,1973,"32,7",1,,1,Blokinis,Centrinis,Įrengtas,63000
Klaipėda,1949,26,1,,3,Mūrinis,Centrinis,Įrengtas,22500
Vilnius,2015,30,2,"4,80",4,Mūrinis,Centriniskolektorinis,Įrengtas,98000
Šiauliai,1969,2,2,"0,98",4,Blokinis,Centrinis,Įrengtas,65000
Joniškio r. sav.,1978,"50,14",2,,3,Mūrinis,Elektra,Įrengtas,20000
Telšių m.,1988,"64,5",3,,5,Blokinis,Centrinis,Įrengtas,43000
Klaipėdos r. sav.,1972,70,3,,2,Mūrinis,Kietukuru,Įrengtas,45000
Vilnius,1956,47,2,"17,39",0,Mūrinis,Centrinis,Įrengtas,119000
Palanga,1981,72,3,,3,Mūrinis,Centrinis,Įrengtas,185000
Raseinių m.,1972,"54,88",2,,4,Mūrinis,Centriniskolektorinis,Įrengtas,35000
Panevėžys,1967,"44,36",2,"15,97",4,Blokinis,Centrinis,Įrengtas,38900
Druskininkų m.,1958,65,3,,1,Mūrinis,Centrinis,Įrengtas,97000
Vilnius,1967,47,2,"14,10",1,Blokinis,"Centriniskolektorinis,saulėsbaterijos",Įrengtas,130000
Klaipėda,1972,33,1,,3,Blokinis,Centrinis,Įrengtas,39500
Vilnius,2007,55,2,"35,20",5,Mūrinis,Centriniskolektorinis,Įrengtas,215000
Kaunas,1963,"57,69",3,"21,35",5,Blokinis,Centrinis,Įrengtas,60000
Kauno r. sav.,1988,"75,72",3,,2,Mūrinis,"Aeroterminis,dujinis,kita",Įrengtas,83000
Klaipėda,1988,"77,65",3,,3,Blokinis,Centrinis,Įrengtas,70000
Akmenės r. sav.,1978,"47,25",2,,1,Blokinis,Centrinis,Įrengtas,21000
Vilnius,1987,"35,66",1,"26,39",2,Mūrinis,Centrinis,Įrengtas,77000
Vilkaviškio r. sav.,1970,"77,24",5,,2,Mūrinis,Kietukuru,Įrengtas,19000
Akmenės m.,1967,"31,17",1,,1,Mūrinis,Centriniskolektorinis,Įrengtas,19500
Prienų m.,1975,"78,52",4,,1,Mūrinis,Centriniskolektorinis,Įrengtas,80000
Švenčionių r. sav.,1998,"40,38",1,,2,Mūrinis,Dujinis,Įrengtas,55000
Tauragės r. sav.,1969,67,2,,2,Mūrinis,Centrinis,Įrengtas,20000
Šiauliai,1991,63,3,"39,06",5,Mūrinis,Centrinis,Įrengtas,70000
Šiauliai,1984,50,2,,2,Blokinis,Centrinis,Įrengtas,55500
Neringos m.,1990,20,1,,1,Mūrinis,Elektra,Įrengtas,105000
Vilnius,1940,125,4,,3,Mūrinis,Dujinis,Įrengtas,680000
Kaunas,1989,"49,1",2,"21,60",3,Blokinis,Centrinis,Įrengtas,63700
Šiauliai,1974,"50,74",2,"29,43",4,Blokinis,Centrinis,Įrengtas,62500
Vilnius,1973,"63,6",3,,7,Blokinis,Centrinis,Įrengtas,91000
Kėdainių m.,1978,35,1,,5,Blokinis,Centrinis,Įrengtas,27000
Vilnius,1962,"42,18",2,"37,54",4,Mūrinis,Centrinis,Įrengtas,65000
Plungės m.,1980,64,3,,4,Blokinis,Centrinis,Įrengtas,59000
Panevėžys,1985,"49,7",2,"38,27",2,Mūrinis,Centrinis,Įrengtas,55000
Vilnius,1997,"59,68",2,"21,48",1,Mūrinis,Centrinis,Įrengtas,129000
Panevėžys,1996,65,3,,3,Blokinis,Centrinis,Įrengtas,65000
Vilnius,2002,"84,01",3,"31,92",4,Mūrinis,Centrinis,Įrengtas,159900
Vilnius,2019,"26,23",1,"7,08",3,Mūrinis,Centriniskolektorinis,Įrengtas,78000
Utenos m.,1940,"63,89",3,,2,Medinis,"Centrinis,elektra",Įrengtas,69000
Panevėžys,1963,42,2,"28,56",2,Mūrinis,Centrinis,Įrengtas,42000
Vilnius,1970,33,1,"17,82",1,Blokinis,Centrinis,Įrengtas,61000
Kaunas,1958,46,2,"9,20",3,Mūrinis,Centriniskolektorinis,Įrengtas,58000
Akmenės r. sav.,1972,64,3,,1,Mūrinis,Kietukuru,Įrengtas,60000
Vilnius,1974,"63,6",3,,6,Blokinis,Centrinis,Įrengtas,91300
Jonavos m.,1960,44,2,,4,Blokinis,Centrinis,Įrengtas,60000
Kaunas,1984,"39,08",1,,3,Blokinis,Centrinis,Įrengtas,52500
Mažeikių m.,1984,84,4,,5,Blokinis,Centrinis,Įrengtas,56000
Kaunas,1990,51,2,,6,Blokinis,Centrinis,Įrengtas,75000
Palanga,1999,23,1,,1,Mūrinis,"Centriniskolektorinis,dujinis",Įrengtas,80000
Panevėžys,1978,"41,2",2,"30,49",5,Mūrinis,Centrinis,Įrengtas,37500
Kaunas,1986,"22,3",1,"11,37",3,Mūrinis,Centrinis,Įrengtas,19000
Radviliškio m.,1987,"64,22",3,,1,Blokinis,Centrinis,Įrengtas,50500
Kaunas,1974,36,1,"18,72",5,Blokinis,Centrinis,Įrengtas,55000
Vilnius,2015,59,2,"5,90",4,Blokinis,Centriniskolektorinis,Įrengtas,125000
Vilnius,1981,73,3,"60,59",4,Blokinis,Centrinis,Įrengtas,114000
Biržų r. sav.,1961,55,2,,1,Mūrinis,"Centrinis,elektra,kietukuru",Įrengtas,13500
Kėdainių r. sav.,1975,"29,65",1,,1,Mūrinis,Centrinis,Įrengtas,25000
Jurbarko m.,1971,"57,52",3,,1,Mūrinis,"Elektra,kietukuru",Įrengtas,26000
Marijampolės m.,1987,"60,78",3,,4,Blokinis,Centrinis,Įrengtas,48500
Vilniaus r. sav.,2020,"73,46",3,,1,Mūrinis,Elektra,Įrengtas,152900
Palanga,1984,"66,44",3,,1,Mūrinis,Centrinis,Įrengtas,155000
Vilnius,2005,"62,16",2,,9,Mūrinis,Centrinis,Įrengtas,141500
Vilnius,2006,70,3,"32,20",1,Mūrinis,Centriniskolektorinis,Įrengtas,160000
Kėdainių r. sav.,1975,44,2,,3,Mūrinis,Centrinis,Įrengtas,21500
Raseinių r. sav.,1989,"67,32",3,,1,Mūrinis,Centrinis,Įrengtas,40000
Zarasų m.,1990,49,2,,2,Mūrinis,Centrinis,Įrengtas,30000
Kaunas,1971,44,2,"23,32",2,Blokinis,Centrinis,Įrengtas,63000
Vilniaus r. sav.,2011,80,3,,1,Mūrinis,Dujinis,Įrengtas,159900
Vilnius,2007,64,2,"21,76",9,Mūrinis,Centriniskolektorinis,Įrengtas,130000
Šiauliai,1946,"66,07",3,,1,Mūrinis,Dujinis,Įrengtas,74000
Klaipėda,1968,58,3,,3,Mūrinis,Centrinis,Įrengtas,77000
Vilnius,2006,"46,79",3,"22,46",1,Mūrinis,Centriniskolektorinis,Įrengtas,127000
Šiauliai,1982,"66,93",3,"45,51",3,Mūrinis,Centrinis,Įrengtas,70000
Visagino m.,1987,37,1,,9,Blokinis,Centrinis,Įrengtas,17500
Vilnius,1976,68,3,,9,Mūrinis,Centrinis,Įrengtas,118500
Mažeikių m.,1977,"36,5",1,,4,Blokinis,Centrinis,Įrengtas,25000
Plungės m.,1973,63,3,,5,Mūrinis,Centrinis,Įrengtas,46000
Vilnius,1974,48,2,,4,Blokinis,Centrinis,Įrengtas,74000
Šiaulių r. sav.,1973,"62,54",3,,4,Blokinis,Centriniskolektorinis,Įrengtas,43500
Vilnius,1990,"40,35",1,,1,Blokinis,Centrinis,Įrengtas,59999
Elektrėnų m.,1972,"46,88",2,,5,Blokinis,Centrinis,Įrengtas,62000
Klaipėda,1980,63,3,,7,Blokinis,Centrinis,Įrengtas,57500
Švenčionių m.,1994,"34,46",1,,3,Mūrinis,Centrinis,Įrengtas,30000
Kaunas,1967,59,3,"31,27",5,Mūrinis,Centrinis,Įrengtas,61000
Panevėžys,1992,33,1,"22,44",4,Mūrinis,Centrinis,Įrengtas,37900
Kaunas,1980,54,2,"27,00",7,Blokinis,Centrinis,Įrengtas,80000
Vilnius,1993,82,4,"54,94",2,Monolitinis,Centrinis,Įrengtas,130000
Mažeikių m.,1990,43,1,,5,Blokinis,Centrinis,Įrengtas,25000
Kaunas,1980,"76,46",4,"48,17",7,Mūrinis,Centrinis,Įrengtas,98500
Palanga,1979,"44,5",2,,3,Karkasinis,Centrinis,Įrengtas,86500
Vilnius,1980,50,2,,3,Blokinis,Centrinis,Įrengtas,88088
Mažeikių m.,1989,"64,72",3,,2,Blokinis,Centrinis,Įrengtas,48000
Palanga,1990,"54,66",2,,1,Kita,Centrinis,Įrengtas,91000
Šalčininkų r. sav.,1987,"40,5",1,,1,Monolitinis,Aeroterminis,Įrengtas,27000
Vilnius,2017,"92,07",4,"2,76",3,Mūrinis,Centriniskolektorinis,Įrengtas,549000
Vilnius,1985,36,1,"6,12",4,Blokinis,Centrinis,Įrengtas,75000
Vilnius,1976,47,2,,1,Mūrinis,Kietukuru,Įrengtas,50000
Kaunas,1978,"78,35",4,"47,01",3,Blokinis,Centrinis,Įrengtas,111000
Jonavos m.,1994,64,3,,3,Blokinis,Centrinis,Įrengtas,74999
Alytus,1972,61,3,,5,Blokinis,Centrinis,Įrengtas,54900
Pasvalio m.,1972,"65,13",3,,2,Mūrinis,Centrinis,Įrengtas,46000
Alytus,1978,18,1,,3,Blokinis,Centrinis,Įrengtas,5000
Ignalinos r. sav.,1972,"67,7",3,,2,Mūrinis,"Centrinis,kietukuru,kita",Įrengtas,27000
Vilnius,1989,82,4,"18,04",9,Blokinis,Centrinis,Įrengtas,152000
Marijampolės m.,1981,"57,8",3,,5,Blokinis,Centrinis,Įrengtas,55000
Kaunas,1960,45,2,,3,Mūrinis,"Centrinis,elektra",Įrengtas,165000
Vilnius,1968,23,1,"20,70",2,Mūrinis,"Centrinis,aeroterminis",Įrengtas,23000
Vilnius,2018,21,1,"13,65",12,Monolitinis,"Centrinis,centriniskolektorinis",Įrengtas,129000
Švenčionių r. sav.,1999,63,3,,2,Mūrinis,Centrinis,Įrengtas,30000
Panevėžys,1992,"28,69",1,"16,93",4,Mūrinis,Centrinis,Įrengtas,32000
Vilnius,1995,"163,46",6,,5,Mūrinis,Centrinis,Įrengtas,195000
Ignalinos m.,1979,"50,62",2,,5,Mūrinis,Centrinis,Įrengtas,61200
Marijampolės m.,1977,18,1,,2,Blokinis,Centrinis,Įrengtas,4400
Tauragės m.,1994,"54,43",2,,4,Mūrinis,Centrinis,Įrengtas,69000
Tauragės m.,1967,50,3,,4,Mūrinis,Centrinis,Įrengtas,55000
Visagino m.,1987,"35,34",1,,1,Blokinis,Centrinis,Įrengtas,23000
Kaunas,1984,"50,5",2,"31,82",2,Blokinis,Centrinis,Įrengtas,75000
Alytus,1964,44,2,,1,Mūrinis,Centrinis,Įrengtas,55000
Kaunas,1964,"32,16",2,"22,83",3,Mūrinis,Centrinis,Įrengtas,44500
Vilnius,2020,"52,13",3,,1,Mūrinis,Dujinis,Įrengtas,155500
Palanga,2008,"28,35",1,,3,Mūrinis,Centriniskolektorinis,Įrengtas,94000
Vilkaviškio m.,1978,60,3,,1,Blokinis,Centrinis,Įrengtas,33500
Elektrėnų sav.,1994,"53,91",2,,1,Blokinis,Centrinis,Įrengtas,40500
Kaunas,1975,36,2,,2,Mūrinis,Centriniskolektorinis,Įrengtas,56000
Druskininkų m.,2013,"73,42",3,,5,Karkasinis,Centriniskolektorinis,Įrengtas,200000
Mažeikių m.,1980,"64,44",3,,3,Blokinis,Centrinis,Įrengtas,52000
Vilnius,1911,"97,51",4,,2,Mūrinis,Centriniskolektorinis,Įrengtas,299000
Elektrėnų m.,1984,"62,3",3,,3,Blokinis,Centrinis,Įrengtas,85000
Biržų m.,1968,45,2,,4,Mūrinis,Centrinis,Įrengtas,29999
Kaišiadorių m.,1982,50,2,,4,Blokinis,Centrinis,Įrengtas,52500
Šiauliai,1987,32,1,"18,88",4,Blokinis,Centrinis,Įrengtas,34000
Kaunas,1979,51,2,,2,Blokinis,Centrinis,Įrengtas,72000
Kaišiadorių m.,1995,"70,15",3,,2,Blokinis,Centrinis,Įrengtas,75000
Marijampolės m.,1960,60,2,,1,Mūrinis,Kietukuru,Įrengtas,28000
Kauno r. sav.,1961,"54,63",2,,1,Mūrinis,Dujinis,Įrengtas,50000
Klaipėda,1979,47,2,,3,Blokinis,Centrinis,Įrengtas,69500
Tauragės m.,2019,38,2,,5,Mūrinis,Centriniskolektorinis,Įrengtas,45000
Klaipėda,2012,55,2,,2,Mūrinis,Centriniskolektorinis,Įrengtas,118000
Kaunas,1992,"36,5",1,"25,55",12,Monolitinis,Centrinis,Įrengtas,45000
Šiauliai,1974,64,3,"37,12",5,Blokinis,Centrinis,Įrengtas,68000
Klaipėdos r. sav.,1990,87,3,,2,Mūrinis,Kietukuru,Įrengtas,65000
Klaipėda,1960,30,1,,1,Mūrinis,Centrinis,Įrengtas,69000
Anykščių m.,1994,56,3,,4,Mūrinis,Centrinis,Įrengtas,45000
Vilnius,2005,"57,1",2,,6,Monolitinis,Centrinis,Įrengtas,100000
Palanga,2017,32,2,,2,Mūrinis,Centriniskolektorinis,Įrengtas,299700
Marijampolės m.,1966,"38,81",2,,5,Mūrinis,Centrinis,Įrengtas,30000
Kaunas,2008,53,2,"12,72",7,Mūrinis,Centriniskolektorinis,Įrengtas,115000
Vilnius,2007,72,3,"30,96",13,Monolitinis,Centriniskolektorinis,Įrengtas,141000
Trakų m.,1991,115,5,,1,Mūrinis,Dujinis,Įrengtas,239000
Jonavos m.,1990,"64,17",3,,5,Blokinis,Centrinis,Įrengtas,75000
Kaunas,1939,"99,62",3,,1,Mūrinis,Dujinis,Įrengtas,210000
Kaunas,1985,50,2,"22,50",3,Blokinis,Centrinis,Įrengtas,76000
Neringos m.,2020,"50,5",3,,2,Mūrinis,Elektra,Įrengtas,325000
Panevėžys,1980,"77,77",4,"52,88",1,Mūrinis,Centrinis,Įrengtas,53000
Akmenės r. sav.,1972,"47,71",2,,5,Blokinis,Centrinis,Įrengtas,13500
Klaipėda,1963,"21,75",2,,3,Mūrinis,Centrinis,Įrengtas,26000
Vilnius,1985,"63,06",3,"37,21",5,Blokinis,Centrinis,Įrengtas,95500
Jonavos m.,1986,"39,98",1,,3,Blokinis,Centrinis,Įrengtas,28200
Vilnius,2017,"63,4",2,"1,90",1,Mūrinis,Centriniskolektorinis,Įrengtas,315000
Šiauliai,1967,"61,6",3,"35,73",5,Blokinis,Centrinis,Įrengtas,47000
Ukmergės m.,1992,63,2,,1,Mūrinis,Dujinis,Įrengtas,86000
Utenos m.,1977,"76,69",4,,2,Blokinis,Centrinis,Įrengtas,70000
Panevėžio r. sav.,1985,"38,57",2,,1,Mūrinis,Centrinis,Įrengtas,45000
Kaunas,1970,18,1,"7,02",4,Mūrinis,Centrinis,Įrengtas,18000
Mažeikių m.,1990,33,1,,5,Mūrinis,Centrinis,Įrengtas,19500
Panevėžys,1980,75,4,"48,00",1,Blokinis,Centrinis,Įrengtas,61000
Kaunas,2008,49,2,,1,Monolitinis,Dujinis,Įrengtas,108000
Joniškio m.,1959,"65,5",3,,2,Mūrinis,Centrinis,Įrengtas,33000
Vilnius,1785,59,1,,2,Mūrinis,Dujinis,Įrengtas,245000
Vilnius,1992,"88,2",4,"58,21",5,Blokinis,Centrinis,Įrengtas,115000
Vilnius,1973,17,1,,2,Mūrinis,Centrinis,Įrengtas,34000
Mažeikių m.,1975,"36,95",1,,1,Blokinis,Centrinis,Įrengtas,26500
Šilutės m.,1964,19,1,,4,Mūrinis,Centrinis,Įrengtas,15999
Vilnius,1961,15,1,"10,80",2,Mūrinis,Centrinis,Įrengtas,25000
Alytus,1990,85,4,,2,Mūrinis,Centrinis,Įrengtas,83000
Vilnius,1972,"21,4",1,"17,33",9,Mūrinis,Centrinis,Įrengtas,45500
Vilnius,2014,45,2,"15,30",6,Mūrinis,Centriniskolektorinis,Įrengtas,129000
Akmenės r. sav.,1958,43,2,,2,Medinis,Kietukuru,Įrengtas,3200
Vilnius,1964,52,2,"41,08",5,Mūrinis,Elektra,Įrengtas,176000
Vilnius,2003,"116,24",4,,2,Mūrinis,Dujinis,Įrengtas,295500
Palanga,2017,"92,49",3,,3,Mūrinis,Geoterminis,Įrengtas,599999
Kėdainių m.,1968,"47,76",2,,5,Blokinis,Centrinis,Įrengtas,23000
Vilnius,1977,"7,767",3,"1,48",6,Mūrinis,Centrinis,Įrengtas,6000
Vilnius,2011,"47,79",2,,1,Mūrinis,Dujinis,Įrengtas,79900
Šiauliai,1972,"47,41",3,"20,39",5,Blokinis,Centrinis,Įrengtas,51999
Druskininkų m.,2009,71,3,,1,Mūrinis,Centriniskolektorinis,Įrengtas,111000
Šiauliai,1985,"35,73",1,,2,Blokinis,Centrinis,Įrengtas,45000
Neringos m.,1983,"61,46",3,,3,Mūrinis,Centrinis,Įrengtas,240000
Elektrėnų m.,1985,61,3,,1,Blokinis,Centrinis,Įrengtas,78000
Vilnius,1969,"34,8",2,,3,Mūrinis,Centrinis,Įrengtas,90000
Vilnius,1968,"18,02",1,"8,11",4,Mūrinis,Centrinis,Įrengtas,34350
Trakų r. sav.,1968,56,3,,2,Mūrinis,Centrinis,Įrengtas,66600
Vilnius,1950,"96,4",4,"87,72",1,Mūrinis,Centrinis,Įrengtas,300000
Vilnius,1983,"50,15",2,"36,61",7,Blokinis,Centrinis,Įrengtas,87000
Vilnius,2008,"52,24",2,,9,Mūrinis,Centriniskolektorinis,Įrengtas,93000
Vilnius,1966,"36,6",2,"27,08",4,Mūrinis,Centrinis,Įrengtas,63000
Alytus,1970,"28,86",1,,5,Mūrinis,Centrinis,Įrengtas,33000
Vilnius,1983,30,2,"18,60",6,Blokinis,Centrinis,Įrengtas,52000
Vilnius,1985,"52,79",2,"36,43",4,Monolitinis,Centrinis,Įrengtas,90000
Šilalės r. sav.,1988,68,3,,1,Blokinis,Centrinis,Įrengtas,55000
Šakių r. sav.,1990,"64,96",3,,1,Mūrinis,Kietukuru,Įrengtas,32000
Alytus,1971,"47,16",2,,1,Blokinis,Centrinis,Įrengtas,50999
Jonavos m.,1988,"50,51",2,,3,Mūrinis,Centrinis,Įrengtas,67000
Šiauliai,1984,"63,64",3,,4,Mūrinis,Centrinis,Įrengtas,86000
Šiauliai,1961,"28,06",1,"11,22",3,Mūrinis,Centrinis,Įrengtas,37400
Birštono m.,1994,"49,94",2,,1,Mūrinis,Centrinis,Įrengtas,89000
Akmenės r. sav.,1967,50,3,,3,Mūrinis,Kietukuru,Įrengtas,8500
Vilnius,2007,90,3,"7,20",6,Mūrinis,Centriniskolektorinis,Įrengtas,185000
Klaipėda,1968,35,2,,3,Mūrinis,Centrinis,Įrengtas,50000
Vilnius,1940,"76,25",3,,1,Mūrinis,Dujinis,Įrengtas,221125
Vilnius,1989,70,3,"18,20",2,Blokinis,"Centrinis,centriniskolektorinis",Įrengtas,117000
Kaunas,1973,"33,44",1,,2,Blokinis,Centrinis,Įrengtas,42000
Kaunas,1986,50,2,"25,00",5,Blokinis,Centrinis,Įrengtas,61000
Trakų m.,2008,"77,46",2,,1,Mūrinis,Centriniskolektorinis,Įrengtas,175000
Vilnius,1967,17,1,"10,88",5,Mūrinis,Centrinis,Įrengtas,26900
Vilnius,1965,"37,55",1,"23,28",2,Mūrinis,Centrinis,Įrengtas,250000
Panevėžys,1975,"34,2",1,"15,73",1,Blokinis,Centrinis,Įrengtas,33500
Varėnos r. sav.,1991,"66,69",3,,4,Blokinis,Centrinis,Įrengtas,30000
Kretingos m.,1949,35,1,,2,Mūrinis,Centrinis,Įrengtas,32000
Vilnius,1940,136,5,"103,36",1,Mūrinis,Centrinis,Įrengtas,320000
Radviliškio m.,1998,64,3,,4,Blokinis,Centrinis,Įrengtas,40000
Kaunas,1992,"36,33",1,"21,80",3,Blokinis,Centrinis,Įrengtas,49000
Kėdainių m.,1966,25,1,,4,Mūrinis,Centrinis,Įrengtas,21000
Vilnius,1980,19,1,"15,20",1,Mūrinis,Centrinis,Įrengtas,36000
Vilnius,1965,30,1,"24,30",8,Blokinis,Centriniskolektorinis,Įrengtas,79700
Vilnius,1980,18,1,"14,40",1,Mūrinis,Centrinis,Įrengtas,38900
Vilnius,1980,"27,5",1,"22,00",1,Mūrinis,Centrinis,Įrengtas,55000
Šiauliai,1971,"47,48",3,"26,11",3,Blokinis,Centrinis,Įrengtas,69000
Marijampolės m.,1964,"45,56",2,,3,Blokinis,Centrinis,Įrengtas,45000
Panevėžys,1986,49,2,"27,44",1,Blokinis,Centrinis,Įrengtas,41000
Vilnius,2003,64,2,"26,88",3,Mūrinis,Centriniskolektorinis,Įrengtas,159900
Klaipėda,1942,85,2,,2,Mūrinis,Centrinis,Įrengtas,140000
Palanga,2016,"35,01",2,,1,Mūrinis,Centriniskolektorinis,Įrengtas,93000
Klaipėda,1971,"58,33",3,,4,Mūrinis,Centrinis,Įrengtas,82000
Elektrėnų sav.,1965,56,2,,1,Mūrinis,"Centrinis,dujinis",Įrengtas,56000
Alytus,1980,"47,16",2,,1,Blokinis,Centrinis,Įrengtas,50999
Vilnius,1985,"27,96",1,,3,Monolitinis,Elektra,Įrengtas,69800
Palanga,2007,26,1,,2,Mūrinis,Dujinis,Įrengtas,73000
Kėdainių m.,1985,65,3,,1,Blokinis,Centrinis,Įrengtas,75000
Vilnius,2017,"44,51",2,,1,Mūrinis,Dujinis,Įrengtas,135000
Ukmergės m.,1992,"50,5",2,,5,Mūrinis,"Centrinis,elektra",Įrengtas,35000
Alytus,1978,"66,58",3,,6,Mūrinis,Centrinis,Įrengtas,65000
Kaunas,1971,"49,47",2,,6,Blokinis,Centrinis,Įrengtas,69400
Vilnius,2015,87,4,"27,84",4,Mūrinis,Centriniskolektorinis,Įrengtas,185000
Kaunas,1980,"50,78",2,,6,Blokinis,Centrinis,Įrengtas,70000
Jonavos m.,1984,"49,3",2,,4,Mūrinis,Centrinis,Įrengtas,62000
Vilnius,1977,33,1,,6,Blokinis,Centrinis,Įrengtas,65000
Kėdainių m.,1970,"28,18",1,,2,Mūrinis,Centrinis,Įrengtas,22000
Vilnius,1975,"45,6",2,,9,Blokinis,Centrinis,Įrengtas,78000
Švenčionių m.,1983,63,3,,5,Mūrinis,Centrinis,Įrengtas,27000
Vilnius,1963,37,2,"37,37",1,Mūrinis,Centrinis,Įrengtas,94000
