city,years,area,rooms,avg_heat_per_m,floor,building_type,heating_type,installation,price
Klaipėda,1968,21,1,,6,Mūrinis,Centrinis,Įrengtas,34000
Klaipėda,1994,"77,53",3,,6,Blokinis,Centrinis,Įrengtas,67000
Klaipėda,2000,77,3,,1,Mūrinis,Centriniskolektorinis,Įrengtas,123000
Klaipėda,1986,55,2,,8,Blokinis,Centrinis,Įrengtas,56000
Klaipėda,1957,82,3,,1,Mūrinis,Centrinis,Įrengtas,85000
Klaipėda,1956,82,3,,1,Mūrinis,Centrinis,Įrengtas,85000
Vilnius,1940,40,2,,1,Rąstinis,Kietukuru,Įrengtas,44000
Vilnius,1940,"37,1",2,,3,Mūrinis,Kietukuru,Įrengtas,139000
Vilnius,1997,"36,61",1,,0,Mūrinis,Centrinis,Įrengtas,23900
Kaunas,1975,"65,22",3,"33,91",4,Mūrinis,Centrinis,Įrengtas,167000
Palanga,2006,76,3,,4,Mūrinis,Dujinis,Įrengtas,230000
Jonavos m.,1984,"63,08",3,,1,Blokinis,Centrinis,Įrengtas,63000
Šiauliai,1967,"44,69",2,"36,20",1,Mūrinis,Centrinis,Įrengtas,73000
Šiauliai,1967,"44,69",2,"36,20",1,Mūrinis,Centrinis,Įrengtas,75000
Kaunas,1977,"90,64",3,"40,79",6,Mūrinis,Centrinis,Įrengtas,105000
Palanga,2019,"46,82",2,,1,Mūrinis,Centriniskolektorinis,Įrengtas,150000
Klaipėda,1993,52,2,,3,Blokinis,Centrinis,Įrengtas,65000
Tauragės m.,1963,"43,8",2,,4,Mūrinis,Centrinis,Įrengtas,44400
Tauragės m.,1963,"43,8",2,,4,Mūrinis,Centrinis,Įrengtas,44400
Klaipėda,1993,38,2,,10,Mūrinis,Centrinis,Įrengtas,73990
Klaipėda,1993,38,1,,10,Mūrinis,Centrinis,Įrengtas,74000
Vilnius,1995,64,3,,1,Mūrinis,Centrinis,Įrengtas,110000
Vilnius,1940,"62,19",2,,1,Mūrinis,Elektra,Įrengtas,125000
Klaipėda,1966,42,2,,5,Mūrinis,Centrinis,Įrengtas,68880
Palanga,2021,20,1,,2,Blokinis,Elektra,Įrengtas,74999
Palanga,2021,20,1,,2,Blokinis,Elektra,Įrengtas,74999
Klaipėda,1987,"52,6",2,,5,Mūrinis,Centrinis,Įrengtas,55000
Klaipėda,1987,"52,6",2,,5,Mūrinis,Centrinis,Įrengtas,55000
Panevėžys,1981,"32,57",1,"15,96",1,Mūrinis,Centrinis,Įrengtas,27900
Druskininkų m.,1983,"78,4",4,,5,Mūrinis,Centrinis,Įrengtas,72500
Palanga,2008,50,2,,4,Mūrinis,Dujinis,Įrengtas,172000
Neringos m.,1987,"23,67",1,,2,Mūrinis,"Elektra,kita",Įrengtas,119900
Klaipėda,1960,60,3,,2,Mūrinis,Dujinis,Įrengtas,110000
Klaipėda,1973,"65,27",3,,4,Blokinis,Centrinis,Įrengtas,64500
Klaipėda,1967,46,2,,4,Mūrinis,Centrinis,Įrengtas,56000
Vilnius,2009,"53,03",2,"18,56",9,Mūrinis,Centriniskolektorinis,Įrengtas,129900
Vilnius,2009,"34,5",1,"13,11",3,Mūrinis,Centriniskolektorinis,Įrengtas,82950
Klaipėda,1970,18,1,,5,Mūrinis,Centrinis,Įrengtas,14200
Vilnius,2005,"41,33",1,"17,77",5,Mūrinis,Centriniskolektorinis,Įrengtas,110000
Vilnius,2020,"67,5",3,,1,Mūrinis,Centriniskolektorinis,Įrengtas,174000
Vilnius,2020,"67,5",3,,1,Mūrinis,Centriniskolektorinis,Įrengtas,174000
Vilnius,2001,77,3,,2,Mūrinis,Dujinis,Įrengtas,157000
Vilnius,2001,77,3,,2,Mūrinis,Dujinis,Įrengtas,157000
Kauno r. sav.,1932,42,2,,1,Medinis,Kietukuru,Įrengtas,59999
Kaunas,1974,"62,85",4,"29,54",1,Blokinis,Centrinis,Įrengtas,99000
Vilnius,1984,"36,74",1,"24,98",3,Mūrinis,Centrinis,Įrengtas,49500
Vilnius,2021,"45,5",2,,1,Mūrinis,Centriniskolektorinis,Įrengtas,109050
Vilnius,1940,"44,7",3,,2,Mūrinis,Dujinis,Įrengtas,165000
Vilnius,2004,93,3,"39,06",1,Mūrinis,Centriniskolektorinis,Įrengtas,300000
Birštono m.,2021,45,2,,2,Mūrinis,Centriniskolektorinis,Įrengtas,127000
Birštono m.,2021,29,1,,2,Mūrinis,Centriniskolektorinis,Įrengtas,87500
Palanga,1986,"25,5",1,,2,Mūrinis,Centriniskolektorinis,Įrengtas,77000
Mažeikių m.,1972,"34,87",1,,6,Blokinis,Centrinis,Įrengtas,10700
Klaipėda,1933,61,3,,2,Mūrinis,"Centriniskolektorinis,dujinis",Įrengtas,83000
Elektrėnų m.,1967,"29,95",1,,8,Blokinis,Centrinis,Įrengtas,18900
Klaipėda,1991,"54,57",2,,9,Blokinis,Centrinis,Įrengtas,65000
Marijampolės m.,1973,"84,95",3,,1,Mūrinis,Centrinis,Įrengtas,46100
Mažeikių m.,1973,"21,74",1,,2,Mūrinis,Centrinis,Įrengtas,4020
Šiauliai,1988,"66,97",3,"44,20",4,Mūrinis,Centrinis,Įrengtas,82500
Kaunas,1967,"44,57",2,"17,38",4,Blokinis,Centrinis,Įrengtas,42400
Elektrėnų m.,1967,"29,95",1,,8,Blokinis,Centrinis,Įrengtas,26300
Plungės m.,1977,"28,7",1,,7,Mūrinis,Centrinis,Įrengtas,12900
Klaipėda,1956,65,3,,1,Mūrinis,Centrinis,Įrengtas,55000
Klaipėda,1968,57,3,,3,Blokinis,Centrinis,Įrengtas,83000
Klaipėda,1968,57,3,,3,Blokinis,Centrinis,Įrengtas,83000
Vilnius,1974,21,1,"17,64",9,Mūrinis,Centrinis,Įrengtas,43999
Kaunas,1993,"61,45",3,"28,27",3,Blokinis,Centrinis,Įrengtas,66000
Vilnius,1940,107,4,,3,Mūrinis,Centrinis,Įrengtas,429000
Raseinių m.,1992,"70,26",3,,5,Mūrinis,Centrinis,Įrengtas,32000
Kaunas,1991,61,3,"30,50",4,Blokinis,Centrinis,Įrengtas,84500
Kauno r. sav.,1993,"91,67",4,,4,Mūrinis,Centrinis,Įrengtas,99000
Vilnius,1977,50,2,"31,50",3,Blokinis,Centrinis,Įrengtas,82000
Vilnius,1975,"59,25",2,"29,63",2,Mūrinis,Centrinis,Įrengtas,93500
Palanga,1974,"73,64",3,,2,Mūrinis,Centriniskolektorinis,Įrengtas,133000
Vilnius,1981,"62,5",3,"50,63",3,Mūrinis,Centrinis,Įrengtas,149000
Vilnius,1966,"44,47",2,"26,24",3,Blokinis,Centrinis,Įrengtas,78000
Vilnius,1999,"72,3",3,,4,Mūrinis,Dujinis,Įrengtas,157770
Kaunas,1978,50,2,"30,00",2,Blokinis,Centrinis,Įrengtas,72000
Šiauliai,1985,"50,7",2,"31,43",5,Blokinis,Centrinis,Įrengtas,52500
Palanga,2019,"43,55",2,,5,Mūrinis,Centriniskolektorinis,Įrengtas,117585
Vilnius,2021,"51,71",2,,1,Mūrinis,Centriniskolektorinis,Įrengtas,210400
Klaipėda,1988,54,2,,3,Blokinis,Centrinis,Įrengtas,64999
Klaipėda,1988,54,2,,3,Blokinis,Centrinis,Įrengtas,65000
Jonavos r. sav.,1976,"69,57",2,,3,Mūrinis,Kita,Įrengtas,7000
Klaipėda,2012,55,2,,2,Mūrinis,Centriniskolektorinis,Įrengtas,118000
Klaipėda,2012,55,2,,2,Mūrinis,Centriniskolektorinis,Įrengtas,118000
Klaipėda,2012,55,2,,2,Mūrinis,Centriniskolektorinis,Įrengtas,117999
Klaipėda,2008,72,3,,2,Mūrinis,Centriniskolektorinis,Įrengtas,121900
Klaipėda,1991,79,3,,1,Blokinis,Centriniskolektorinis,Įrengtas,120000
Vilnius,2021,55,2,,6,Mūrinis,Centriniskolektorinis,Įrengtas,99000
Vilnius,2021,46,2,,5,Mūrinis,Centriniskolektorinis,Įrengtas,90000
Kaunas,1982,"90,78",3,,2,Blokinis,Centrinis,Įrengtas,199999
Palanga,1985,"35,22",2,,2,Mūrinis,Elektra,Įrengtas,75000
Kaišiadorių m.,1970,"64,09",3,,5,Mūrinis,Centrinis,Įrengtas,72000
Klaipėda,2009,"78,74",3,,2,Mūrinis,Centrinis,Įrengtas,228346
Klaipėda,2001,143,6,,3,Mūrinis,Centriniskolektorinis,Įrengtas,240000
Šiauliai,2003,162,4,,1,Mūrinis,"Elektra,dujinis",Įrengtas,172000
Vilnius,1995,37,2,,4,Monolitinis,Centrinis,Įrengtas,84900
Vilnius,1995,"36,02",2,,4,Monolitinis,Centrinis,Įrengtas,85000
Klaipėda,1962,32,1,,2,Blokinis,Centrinis,Įrengtas,62000
Klaipėda,1968,32,1,,2,Mūrinis,Centrinis,Įrengtas,67000
Klaipėda,1991,44,1,,10,Blokinis,Centrinis,Įrengtas,51000
Klaipėda,1991,"44,02",1,,10,Blokinis,Centrinis,Įrengtas,51000
Vilnius,1957,"27,11",1,"27,92",1,Mūrinis,Centrinis,Įrengtas,34900
Klaipėda,1954,37,2,,2,Mūrinis,Centrinis,Įrengtas,72000
Vilnius,2020,"49,15",1,,1,Mūrinis,Centriniskolektorinis,Įrengtas,137500
Kaunas,1980,65,3,,16,Mūrinis,Centrinis,Įrengtas,79000
Kaunas,2001,"81,37",3,,1,Mūrinis,Dujinis,Įrengtas,137000
Kaunas,1973,48,3,"25,92",2,Blokinis,Centrinis,Įrengtas,54400
Vilnius,1960,"43,6",2,,5,Mūrinis,Centrinis,Įrengtas,79500
Vilnius,1960,"43,62",2,,5,Blokinis,Centrinis,Įrengtas,79500
Kaunas,1848,"44,9",1,,1,Mūrinis,Kita,Įrengtas,145000
Palanga,2020,"99,61",3,,2,Mūrinis,Centriniskolektorinis,Įrengtas,239100
Palanga,2020,"99,59",3,,2,Mūrinis,Kita,Įrengtas,237200
Klaipėda,1985,78,3,,5,Blokinis,Centrinis,Įrengtas,65000
Klaipėda,1985,78,3,,5,Blokinis,Centrinis,Įrengtas,65000
Kaunas,1970,62,3,"21,08",5,Blokinis,Centrinis,Įrengtas,66900
Panevėžys,2021,"76,68",3,,2,Mūrinis,Centriniskolektorinis,Įrengtas,99700
Panevėžys,1979,90,3,,3,Mūrinis,Centrinis,Įrengtas,82500
Panevėžys,2021,75,3,,3,Mūrinis,Centriniskolektorinis,Įrengtas,90000
Kaunas,1928,33,2,,1,Rąstinis,"Elektra,kita",Įrengtas,49500
Druskininkų m.,1982,"53,32",2,,3,Mūrinis,Centriniskolektorinis,Įrengtas,96000
Mažeikių m.,1980,"64,44",3,,3,Blokinis,Centrinis,Įrengtas,52000
Klaipėda,2016,53,3,,2,Mūrinis,Centriniskolektorinis,Įrengtas,104200
Vilnius,2021,"50,17",3,,3,Mūrinis,Centriniskolektorinis,Įrengtas,112000
Klaipėda,1984,64,3,,2,Blokinis,Centriniskolektorinis,Įrengtas,65000
Vilnius,1992,75,4,"9,00",3,Mūrinis,Centrinis,Įrengtas,125000
Neringos m.,2013,"82,82",3,,1,Mūrinis,Aeroterminis,Įrengtas,270000
Vilnius,1959,65,3,"16,25",2,Mūrinis,Centrinis,Įrengtas,225000
Utenos m.,1969,69,4,,1,Mūrinis,Centrinis,Įrengtas,64900
Klaipėda,1953,110,3,,1,Mūrinis,Kita,Įrengtas,220000
Druskininkų m.,2017,"54,64",2,,1,Mūrinis,Geoterminis,Įrengtas,163920
Klaipėda,1966,56,3,,4,Mūrinis,Centrinis,Įrengtas,81000
Panevėžys,1967,"44,53",2,"24,49",3,Blokinis,Centrinis,Įrengtas,41900
Klaipėda,1977,50,3,,3,Mūrinis,Centrinis,Įrengtas,99999
Vilnius,2006,114,4,,10,Mūrinis,Dujinis,Įrengtas,195000
Klaipėda,1993,87,3,,3,Mūrinis,Dujinis,Įrengtas,129000
Panevėžys,1964,"44,67",2,"31,72",5,Mūrinis,Centrinis,Įrengtas,43000
Panevėžys,1964,"44,67",2,"31,72",5,Mūrinis,Centrinis,Įrengtas,41000
Palanga,2014,"52,81",2,,1,Mūrinis,Centriniskolektorinis,Įrengtas,145000
Palanga,2014,"52,81",2,,1,Mūrinis,Centriniskolektorinis,Įrengtas,145000
Panevėžys,1990,"48,83",2,"27,83",5,Mūrinis,Centrinis,Įrengtas,56000
Panevėžys,1990,"48,83",2,"27,83",5,Mūrinis,Centrinis,Įrengtas,56000
Vilnius,2016,18,1,"7,56",1,Mūrinis,Centriniskolektorinis,Įrengtas,70000
Klaipėda,1987,77,3,,4,Blokinis,Centrinis,Įrengtas,81000
Klaipėda,1988,77,3,,4,Blokinis,Centrinis,Įrengtas,81000
Kaunas,2021,"60,16",3,,1,Mūrinis,Dujinis,Įrengtas,135360
Klaipėda,1968,"45,88",2,,5,Mūrinis,Centrinis,Įrengtas,48000
Klaipėda,1968,58,3,,3,Mūrinis,Centrinis,Įrengtas,77000
Klaipėda,1968,58,3,,3,Mūrinis,Centrinis,Įrengtas,77000
Klaipėda,1972,66,3,,5,Mūrinis,Centrinis,Įrengtas,70000
Klaipėda,1957,37,2,,1,Mūrinis,Centrinis,Įrengtas,49990
Klaipėda,2021,43,2,,3,Mūrinis,Centriniskolektorinis,Įrengtas,94000
Klaipėda,2021,43,2,,3,Mūrinis,Centriniskolektorinis,Įrengtas,94000
Šiauliai,1987,"64,05",3,"41,63",4,Blokinis,Centrinis,Įrengtas,64900
Klaipėda,1974,64,3,,3,Blokinis,Centrinis,Įrengtas,73000
Klaipėda,1976,64,3,,3,Blokinis,Centrinis,Įrengtas,71000
Klaipėda,1111,55,2,,6,Blokinis,Centrinis,Įrengtas,65000
Palanga,2021,"20,4",1,,1,Mūrinis,Kita,Įrengtas,75000
Šiauliai,1992,45,2,"24,75",4,Blokinis,Centrinis,Įrengtas,47000
Vilnius,2018,"48,37",2,"12,58",3,Mūrinis,Centriniskolektorinis,Įrengtas,107000
Kaunas,1925,"72,39",3,,1,Rąstinis,"Kietukuru,kita",Įrengtas,82000
Vilnius,1940,"139,24",5,,2,Mūrinis,Centrinis,Įrengtas,899000
Šiauliai,1990,52,2,"28,08",8,Blokinis,Centrinis,Kita,52500
Kaunas,1933,34,2,"41,82",1,Mūrinis,"Centrinis,dujinis",Įrengtas,79900
Vilnius,2021,"64,37",3,,2,Mūrinis,Centriniskolektorinis,Įrengtas,162000
Klaipėdos r. sav.,1972,120,4,,1,Mūrinis,Kietukuru,Įrengtas,25000
Vilnius,2021,"63,47",3,,6,Mūrinis,Centriniskolektorinis,Įrengtas,119000
Vilnius,2021,"63,47",3,,7,Mūrinis,Centriniskolektorinis,Įrengtas,119000
Vilnius,1964,51,3,,3,Mūrinis,Centrinis,Įrengtas,69000
Kauno r. sav.,2008,"47,85",2,,2,Mūrinis,Centriniskolektorinis,Įrengtas,64999
Vilnius,1993,"59,3",2,,6,Mūrinis,Centrinis,Įrengtas,110000
Vilnius,1984,51,2,,7,Blokinis,Centrinis,Įrengtas,79999
Vilnius,2014,106,4,,4,Mūrinis,Dujinis,Įrengtas,200000
Klaipėda,1930,"95,45",3,,2,Mūrinis,Centrinis,Įrengtas,157000
Klaipėda,1986,"87,37",4,,6,Blokinis,Centrinis,Įrengtas,81000
Vilnius,2019,50,2,,1,Mūrinis,Centriniskolektorinis,Įrengtas,189900
Kaunas,1929,"55,97",3,,2,Mūrinis,Centrinis,Įrengtas,130900
Vilnius,2021,62,3,,4,Mūrinis,Centriniskolektorinis,Įrengtas,135000
Vilnius,2021,"62,04",3,,4,Mūrinis,Centriniskolektorinis,Įrengtas,135000
Vilnius,2021,51,3,,3,Mūrinis,Centriniskolektorinis,Įrengtas,125000
Palanga,1970,"47,04",2,,2,Mūrinis,Centriniskolektorinis,Įrengtas,115000
Birštono m.,2021,39,2,,3,Mūrinis,Centriniskolektorinis,Įrengtas,114000
Vilnius,2000,"86,61",3,,2,Mūrinis,Centriniskolektorinis,Įrengtas,157000
Vilnius,2021,"50,54",3,,2,Mūrinis,Centriniskolektorinis,Įrengtas,112000
Vilnius,1965,39,2,"31,98",5,Mūrinis,Centrinis,Įrengtas,70500
Vilnius,1890,"42,66",2,,1,Mūrinis,"Dujinis,kietukuru",Įrengtas,85000
Klaipėda,1975,66,3,,1,Mūrinis,Centrinis,Įrengtas,54000
Vilnius,2021,"53,44",2,,3,Mūrinis,Centriniskolektorinis,Įrengtas,221330
Vilnius,2006,65,2,"33,15",2,Blokinis,Centriniskolektorinis,Įrengtas,125000
Panevėžys,1977,"34,96",1,,3,Mūrinis,Centrinis,Įrengtas,29000
Elektrėnų m.,1982,35,1,,2,Blokinis,Centrinis,Įrengtas,45000
Elektrėnų m.,1970,59,3,,5,Mūrinis,Centrinis,Įrengtas,59000
Kaunas,1982,"35,23",1,"19,38",4,Mūrinis,Centrinis,Įrengtas,42900
Neringos m.,2021,50,3,,1,Mūrinis,Elektra,Įrengtas,265000
Vilnius,1985,"67,22",3,"43,69",2,Blokinis,Centrinis,Įrengtas,93000
Palanga,2021,"31,76",2,,2,Mūrinis,Elektra,Įrengtas,86000
Panevėžys,1976,"35,18",1,"21,81",3,Blokinis,Centrinis,Įrengtas,19000
Klaipėda,1960,42,2,,4,Mūrinis,Centrinis,Įrengtas,45000
Vilnius,1999,"64,34",2,"32,81",4,Mūrinis,Centriniskolektorinis,Įrengtas,119500
Vilnius,1999,"64,34",2,"32,81",4,Mūrinis,Centriniskolektorinis,Įrengtas,119500
Palanga,2021,"85,1",3,,1,Mūrinis,Elektra,Įrengtas,161000
Klaipėda,1970,46,2,,3,Mūrinis,Centrinis,Įrengtas,60000
Kauno r. sav.,2008,"53,79",2,,1,Mūrinis,Dujinis,Įrengtas,89000
Kelmės m.,1982,"59,19",3,,1,Mūrinis,Centriniskolektorinis,Įrengtas,43000
Vilnius,2020,"46,27",2,,2,Mūrinis,Dujinis,Įrengtas,145000
Vilnius,2005,143,5,,3,Mūrinis,Centriniskolektorinis,Įrengtas,570000
Palanga,2020,"32,99",2,,2,Mūrinis,Elektra,Įrengtas,149000
Palanga,2020,"41,33",2,,2,Mūrinis,Elektra,Įrengtas,130000
Palanga,2008,74,3,,4,Monolitinis,Dujinis,Įrengtas,165000
Telšių m.,1985,"36,51",1,,4,Blokinis,Centrinis,Įrengtas,36200
Kaunas,2008,68,3,,1,Mūrinis,Dujinis,Įrengtas,135000
Druskininkų m.,1985,"46,6",2,,3,Mūrinis,Centrinis,Įrengtas,59000
Alytus,1964,29,1,,2,Mūrinis,Centrinis,Įrengtas,28900
Vilnius,2000,123,4,,2,Mūrinis,Elektra,Įrengtas,620000
Klaipėda,1964,"43,83",2,,4,Mūrinis,Centrinis,Įrengtas,87000
Panevėžys,1958,40,2,"38,80",1,Mūrinis,Centrinis,Įrengtas,39000
Šiauliai,1966,"45,77",2,"29,29",5,Mūrinis,Centrinis,Įrengtas,50000
Vilnius,1992,"70,05",3,"45,53",3,Blokinis,Centrinis,Įrengtas,105000
Vilnius,1981,27,2,,5,Mūrinis,Elektra,Įrengtas,36450
Vilnius,1981,26,1,,5,Mūrinis,Elektra,Įrengtas,35000
Vilnius,1981,28,2,,5,Mūrinis,Elektra,Įrengtas,37800
Vilnius,1989,"67,52",3,,1,Mūrinis,Centrinis,Įrengtas,195000
Vilnius,2011,57,3,"21,09",6,Mūrinis,Centriniskolektorinis,Įrengtas,135000
Vilnius,1964,45,2,,4,Blokinis,Centrinis,Įrengtas,73000
Vilnius,1974,48,2,,5,Blokinis,Centrinis,Įrengtas,73500
Klaipėda,1974,47,2,,5,Blokinis,Centrinis,Įrengtas,55000
Klaipėda,1976,47,2,,5,Blokinis,Centrinis,Įrengtas,59000
Druskininkų m.,1967,"71,89",3,,4,Mūrinis,Centrinis,Įrengtas,65000
Panevėžys,1960,"40,55",2,"20,68",4,Mūrinis,Centrinis,Įrengtas,40900
Druskininkų m.,1969,"50,68",2,,3,Mūrinis,Centriniskolektorinis,Įrengtas,62000
Kaunas,1975,17,1,"10,37",5,Mūrinis,Centrinis,Įrengtas,16400
Vilnius,1984,31,1,"25,11",3,Mūrinis,Centrinis,Įrengtas,55000
Druskininkų m.,1977,"52,9",2,,4,Mūrinis,Centrinis,Įrengtas,19000
Klaipėda,1960,59,3,,2,Mūrinis,Centriniskolektorinis,Įrengtas,62500
Klaipėda,2004,"64,3",2,,2,Mūrinis,Centriniskolektorinis,Įrengtas,90000
Kaunas,1967,"61,64",2,,1,Mūrinis,Dujinis,Įrengtas,123000
Palanga,1979,38,1,,3,Blokinis,Centrinis,Įrengtas,80000
Vilnius,2020,46,2,,5,Mūrinis,Centriniskolektorinis,Įrengtas,101700
Klaipėda,2019,67,3,,3,Mūrinis,Dujinis,Įrengtas,135000
Alytus,1978,"61,86",3,,4,Blokinis,Centrinis,Įrengtas,68000
Vilnius,1969,20,1,"14,20",2,Mūrinis,Centrinis,Įrengtas,34500
Utenos m.,1971,"58,66",3,,4,Mūrinis,Centrinis,Įrengtas,69900
Vilnius,1983,21,1,,4,Mūrinis,Centrinis,Įrengtas,45000
Vilnius,1983,21,1,,4,Mūrinis,Centrinis,Įrengtas,45000
Palanga,1991,"64,79",3,,3,Mūrinis,Centrinis,Įrengtas,90000
Palanga,2019,"54,69",2,,3,Mūrinis,Dujinis,Įrengtas,199000
Pasvalio m.,1991,"78,86",4,,5,Mūrinis,Centrinis,Įrengtas,33000
Druskininkų m.,2018,"56,27",3,,3,Mūrinis,Centriniskolektorinis,Įrengtas,84405
Kaunas,1960,"43,21",2,,1,Mūrinis,Dujinis,Įrengtas,50000
Panevėžys,1974,"51,25",2,"28,19",4,Mūrinis,Centrinis,Įrengtas,47000
Kaunas,1958,68,3,"49,64",3,Mūrinis,Centrinis,Įrengtas,85000
Vilnius,2008,"55,21",1,"35,33",2,Blokinis,Centrinis,Įrengtas,130000
Šiauliai,1971,"49,3",2,"26,62",5,Mūrinis,Centrinis,Įrengtas,40300
Kaunas,1971,"61,16",3,"25,08",5,Blokinis,Centrinis,Įrengtas,60000
Klaipėda,1990,43,1,,4,Blokinis,Centrinis,Įrengtas,45900
Vilnius,2020,49,2,"23,03",2,Mūrinis,"Centrinis,centriniskolektorinis",Įrengtas,92000
Palanga,2020,28,2,,2,Mūrinis,Elektra,Įrengtas,125000
Alytus,1969,"47,36",2,,5,Blokinis,Centrinis,Įrengtas,39500
Kaunas,2006,64,2,"16,64",1,Mūrinis,"Centriniskolektorinis,kietukuru",Įrengtas,138000
Vilnius,1984,17,1,"11,05",0,Mūrinis,"Centrinis,elektra,kita",Įrengtas,28000
Vilnius,1980,62,3,"47,74",5,Mūrinis,Centrinis,Įrengtas,118000
Vilnius,1961,"91,14",3,,2,Mūrinis,Kita,Įrengtas,250000
Vilnius,1940,"182,93",3,"98,78",3,Mūrinis,Kita,Įrengtas,1646000
Plungės m.,1973,"66,55",3,,5,Mūrinis,Centrinis,Įrengtas,54000
Vilnius,1940,"95,76",4,"69,90",2,Kita,Centrinis,Įrengtas,525000
Vilnius,2015,"101,22",4,,3,Mūrinis,Dujinis,Įrengtas,420000
Klaipėda,2006,88,4,,7,Mūrinis,Centriniskolektorinis,Įrengtas,145000
Vilnius,1940,"72,36",3,,1,Mūrinis,Centrinis,Įrengtas,165000
Vilnius,1975,50,2,"29,50",1,Mūrinis,Centrinis,Įrengtas,85000
Vilnius,2006,"52,26",2,"17,77",1,Mūrinis,Centriniskolektorinis,Įrengtas,105000
Vilnius,2006,"52,26",3,"17,77",1,Mūrinis,Centriniskolektorinis,Įrengtas,105000
Vilnius,2013,103,4,,3,Mūrinis,Dujinis,Įrengtas,255000
Vilnius,2013,103,4,,3,Mūrinis,Dujinis,Įrengtas,255000
Klaipėda,2009,60,2,,7,Mūrinis,Centriniskolektorinis,Įrengtas,115000
Klaipėda,1960,"54,7",3,,3,Mūrinis,Centrinis,Įrengtas,65000
Klaipėda,1968,18,1,,2,Mūrinis,Centrinis,Įrengtas,20499
Palanga,2020,21,1,,1,Mūrinis,Elektra,Įrengtas,95000
Kaunas,1988,"61,25",3,"31,85",9,Blokinis,Centrinis,Įrengtas,79000
Klaipėda,2007,61,2,,2,Mūrinis,Centrinis,Įrengtas,85000
Klaipėda,1989,89,3,,2,Mūrinis,Dujinis,Įrengtas,137000
Kaunas,1922,"82,13",3,,1,Medinis,Kietukuru,Įrengtas,129999
Neringos m.,1930,"20,59",1,,1,Mūrinis,"Elektra,kita",Įrengtas,118900
Marijampolės m.,1959,"59,04",2,,3,Mūrinis,Centrinis,Įrengtas,52500
Vilnius,2008,"78,14",3,"33,60",1,Blokinis,Centriniskolektorinis,Įrengtas,197000
Palanga,2021,"36,02",2,,3,Mūrinis,Centrinis,Įrengtas,118866
Marijampolės m.,1975,"59,8",3,,5,Blokinis,Centrinis,Įrengtas,55700
Vilnius,1961,"107,79",4,,1,Mūrinis,Kita,Įrengtas,250000
Panevėžys,1979,"49,7",2,"34,79",4,Mūrinis,Centrinis,Įrengtas,43000
Vilnius,2009,120,3,,3,Mūrinis,Centriniskolektorinis,Įrengtas,299000
Vilnius,2009,120,4,,3,Mūrinis,Centriniskolektorinis,Įrengtas,299000
Elektrėnų m.,1979,"31,91",1,,2,Blokinis,Centrinis,Įrengtas,39000
Vilnius,1960,60,2,"53,40",4,Mūrinis,Dujinis,Įrengtas,225000
Panevėžys,1990,"49,49",2,"30,19",5,Mūrinis,Centrinis,Įrengtas,62500
Vilnius,1978,"32,78",1,"19,01",3,Mūrinis,Centrinis,Įrengtas,63900
Panevėžys,1975,"64,85",3,"36,96",5,Blokinis,Centrinis,Įrengtas,74900
Klaipėda,1968,30,2,,2,Mūrinis,"Elektra,kietukuru",Įrengtas,42500
Alytus,1969,56,3,,1,Mūrinis,Centrinis,Įrengtas,38000
Akmenės r. sav.,1967,"44,42",2,,2,Blokinis,Centriniskolektorinis,Įrengtas,32000
Vilnius,1980,18,1,,1,Mūrinis,Centrinis,Įrengtas,50000
Vilnius,1980,20,1,,1,Mūrinis,Centrinis,Įrengtas,55000
Telšių m.,1991,"86,09",3,,2,Mūrinis,Kietukuru,Įrengtas,62500
Klaipėda,2001,81,4,,6,Mūrinis,Elektra,Įrengtas,96000
Klaipėda,1985,52,2,,2,Mūrinis,Centriniskolektorinis,Įrengtas,114990
Klaipėda,1990,78,3,,10,Blokinis,Centrinis,Įrengtas,74900
Panevėžys,1969,"50,63",2,"30,88",4,Mūrinis,Centrinis,Įrengtas,47000
Klaipėda,1970,22,1,,5,Mūrinis,Centrinis,Įrengtas,35900
Klaipėda,1989,64,3,,9,Blokinis,Centrinis,Įrengtas,56000
Kaunas,1984,"26,2",2,"10,48",4,Mūrinis,"Centrinis,elektra",Įrengtas,25500
Klaipėda,1976,48,2,,5,Mūrinis,Centrinis,Įrengtas,58000
Klaipėda,1980,47,2,,5,Mūrinis,Centrinis,Įrengtas,56000
Vilnius,2000,104,4,,5,Mūrinis,"Centriniskolektorinis,dujinis",Įrengtas,298000
Vilnius,2008,"48,82",2,,1,Mūrinis,Centriniskolektorinis,Įrengtas,127000
Radviliškio m.,1930,"81,45",4,,1,Rąstinis,Kietukuru,Įrengtas,27500
Vilnius,1968,"60,73",3,"33,40",4,Blokinis,Centrinis,Įrengtas,85000
Panevėžys,1974,"26,83",1,"25,76",7,Mūrinis,Centrinis,Įrengtas,24500
Tauragės m.,1990,"52,93",2,,3,Mūrinis,Centrinis,Įrengtas,39900
Vilnius,1968,"15,86",1,"10,31",2,Mūrinis,Centrinis,Įrengtas,23000
Vilnius,1979,18,1,"10,80",4,Mūrinis,Centrinis,Įrengtas,32000
Kaunas,1973,50,2,"29,00",1,Blokinis,Centrinis,Įrengtas,59800
Vilnius,1989,173,5,,4,Mūrinis,Elektra,Įrengtas,230000
Vilnius,2008,"56,5",2,"22,04",4,Mūrinis,Centriniskolektorinis,Įrengtas,200000
